Nom,Adreça,Districte,Barri,Codi Postal,Telèfon,Telèfon 2,Latitud,Longitud,Web
Bar Cerveseria Señor Patata *Diagonal Mar,Avinguda Diagonal 3,Sant Martí,Poble Nou,08019,+34 933560712,,41.41042665833333,2.2164054444444448,
Restaurant L'Altre Caliu,Carrer Lluçà 11,Les Corts,les Corts,08028,+34 934900812,,41.38130493333333,2.130646111111111,
Goulaffres,Carrer Londres 103,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934146788,,41.39366858611111,2.1505715833333334,http://www.goulaffres.com
Restaurant Thai Sabai-Sabai,Gran Via Corts Catalanes 674,Eixample,la Dreta de l'Eixample,08010,+34 934816832,+34 933015365,41.39200388611111,2.1721500277777777,
Restaurant El Mussol *Pedralbes Centre,Avinguda Diagonal 611,Les Corts,les Corts,08028,+34 934101317,,41.388239355555555,2.128763833333333,http://www.angrup.com
Hotel Condes de Barcelona,Carrer Mallorca 259,Eixample,la Dreta de l'Eixample,08008,+34 934453242,,41.39366421388889,2.1621491944444444,http://www.restaurantlasarte.com
Restaurant Fishhh! *Illa Diagonal,Avinguda Diagonal 555*559,Les Corts,les Corts,08029,+34 934441139,,41.389715055555556,2.1353775555555554,
Foment de les Arts i del Disseny,Plaça Àngels 5*6,Ciutat Vella,el Raval,08001,+34 645518799,+34 933296079,41.382761772222224,2.1676951666666664,http://www.fadweb.org
Restaurant Xemei,Passeig Exposició 85,Sants-Montjuïc,el Poble Sec,08004,+34 935535140,,41.371398822222226,2.160736083333333,
Café Restaurant Kyvic,Carrer Villarroel 88,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934510950,,41.3845331,2.157833611111111,
Hotel Hesperia Presidente,Avinguda Diagonal 570,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932002111,+34 932095106,41.39410965277778,2.148972833333333,http://www.hesperia-presidente.com
Restaurant Vinitus *Illa Diagonal,Avinguda Diagonal 555*559,Les Corts,les Corts,08029,+34 933632127,,41.389715080555554,2.135380638888889,
Restaurant Cafeteria Vips *Diagonal Mar,Avinguda Diagonal 3,Sant Martí,Poble Nou,08019,+34 933560517,+34 933637544,41.41042665833333,2.2164054444444448,http://www.grupovips.com
Restaurant Flamant,Carrer Enric Granados 23,Eixample,l'Antiga Esquerra de l'Eixample,08007,+34 933231635,+34 934518707,41.388437869444445,2.161336583333333,
Restaurant Les Once Virtuts,Carrer Ataülf 5,Ciutat Vella,el Barri Gòtic,08002,+34 933106943,,41.38131236666667,2.178655861111111,
Hotel Montblanc,Via Laietana 61,Ciutat Vella,el Barri Gòtic,08003,+34 933435555,+34 933435558,41.38773255,2.1735513055555553,
Hotel H10 Montcada,Via Laietana 24,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932688572,+34 933100747,41.38432608055555,2.178432638888889,
Restaurant Catalina,Carrer Anglí 4*LB bxs,Sarrià-Sant Gervasi,les Tres Torres,08017,+34 932061791,,41.398314283333335,2.1278169444444446,
Restaurant El Kesito,Carrer Número 60 Zona Franca 25*27,Sants-Montjuïc,la Marina del Prat Vermell,08040,+34 932235048,+34 932234829,41.34672070277778,2.144707638888889,
Restaurant La Despensa de la Buena Mesa,Carrer Comte d'Urgell 247,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934108104,,41.39120934444444,2.146263,
Restaurant On Sushi,Carrer Rosselló 154 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934511847,,41.39120536944444,2.1547389722222223,http://www.onsushirestaurant.com
Hotel Acevi Villarroel,Carrer Villarroel 106 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 933839757,,41.385334666666665,2.156768694444444,http://www.el106.com
Lolita Taperia,Carrer Tamarit 104,Eixample,Sant Antoni,08015,+34 934245231,,41.376214425,2.1579179444444443,
Restaurant Cocoon,Carrer Londres 87,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934190207,,41.39293945833333,2.149870027777778,http://www.cocoonrestaurant.com
Restaurant Buko,Carrer Enric Granados 48,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 934518462,,41.3912616,2.157968361111111,
Restaurant Ferrum,Carrer Còrsega 400,Eixample,la Dreta de l'Eixample,08037,+34 934577610,,41.40017775277778,2.164440638888889,
Restaurant Mesón Cinco Jotas *Córsega,Carrer Còrsega 206 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 902388838,+34 934103200,41.391296544444444,2.1525844722222223,http://www.mesoncincojotas.com
Restaurant Leo's *Escultors Claperós,Carrer Escultors Claperós 8 bxs,Sant Martí,el Clot,08018,+34 932476637,,41.408094388888884,2.1895113055555555,
Cafè Restaurant Leo's *Aragó,Carrer Aragó 460 bxs,Eixample,la Sagrada Família,08013,+34 932655973,,41.402857902777775,2.179457611111111,
Hotel Husa Pedralbes,Carrer Fontcoberta 4,Sarrià-Sant Gervasi,Sarrià,08034,+34 93 203 7112,+34 93 205 7065,41.394772277777776,2.1245094166666667,http://www.husa.es
Restaurant Maur,Carrer Muntaner 121,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934548869,,41.38968292777778,2.1551338055555553,
Hotel Husa Oriente,Carrer la Rambla 45,Ciutat Vella,el Raval,08002,+34 93 302 2558,+34 93 412 3819,41.37978293333333,2.1742021388888886,http://www.husa.es
Restaurant Sedna,Passeig Colom 5,Ciutat Vella,el Barri Gòtic,08002,+34 932689372,,41.380699461111114,2.1812127777777777,
Visit,Carrer Bergara 8,Eixample,la Dreta de l'Eixample,08002,+34 933022020,,41.386124969444445,2.1683564166666667,http://www.hotelpulitzer.es
El Filferro,Carrer Sant Carles 29,Ciutat Vella,la Barceloneta,08003,+34 932219836,,41.379616580555556,2.191280583333333,
Restaurant Tapasbar*Bruc,Carrer Bruc 71,Eixample,la Dreta de l'Eixample,08009,+34 932160808,,41.39427245555556,2.1694031666666667,http://www.tapasbar.es
Restaurant Na-Nà,Carrer Lleó 9,Ciutat Vella,Pedralbes,08001,+34 933184168,,41.38219477777778,2.1648064444444444,
Restaurant Can Vallés,Carrer Aragó 95,Eixample,la Nova Esquerra de l'Eixample,08015,+34 932260667,,41.38201002777778,2.1511924166666665,
Restaurant La Taberna,Plaça Eivissa 17*18,Horta-Guinardó,Horta,08031,+34 933570016,,41.43071007222222,2.1610044999999998,
Restaurant Senyor Pablo,Carrer Equador 47,Les Corts,les Corts,08029,+34 934198757,,41.386179705555556,2.139623861111111,
Restaurant Senyor Pablo,Carrer Equador 47,Les Corts,les Corts,08029,+34 934198757,,41.386179705555556,2.139623861111111,
Restaurant La Zarabanda,Carrer Ferlandina 55,Ciutat Vella,el Raval,08001,+34 653169539,,41.381684908333334,2.1650128611111112,
Restaurant Sense Pressa,Carrer Enric Granados 96,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 932181544,,41.39318193333333,2.155431333333333,http://www.sensepressarestaurant.com
Restaurant Coctum,Carrer Mallorca 308,Eixample,la Dreta de l'Eixample,08037,+34 935323911,,41.39718361388889,2.1671886944444445,
Hotel Husa Illa *Illa Diagonal,Avinguda Diagonal 555,Les Corts,les Corts,08029,+34 93 410 3300,+34 93 410 8892,41.389715055555556,2.1353775555555554,http://www.husa.es
Hotel Husa Illa *Illa Diagonal,Avinguda Diagonal 555,Les Corts,les Corts,08029,+34 93 410 3300,+34 93 410 8892,41.389715055555556,2.1353775555555554,http://www.husa.es
Hotel Husa Barcelona Mar,Carrer Provençals 10,Sant Martí,Poble Nou,08019,+34 932665200,+34 932665207,41.40539333611111,2.212195416666667,http://www.hotelhusabarcelonamar.com
Hotel Husa Barcelona Mar,Carrer Provençals 10,Sant Martí,Poble Nou,08019,+34 932665200,+34 932665207,41.40539333611111,2.212195416666667,http://www.hotelhusabarcelonamar.com
Hotel Husa Arenas,Carrer Capità Arenas 20,Les Corts,Pedralbes,08034,+34 932800303,+34 932803392,41.390417408333334,2.126236583333333,http://www.husa.es
Derby Hotels - Hotel Astoria,París 203,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 93 209 8311,+34 93 202 3008,41.393969825,2.1535047499999997,http://www.derbyhotels.es
Restaurant Murivecchi,Carrer Escar 4,Ciutat Vella,la Barceloneta,08039,+34 932250200,,41.375774030555554,2.188067833333333,
Restaurant Vietnamita Hanoi II,Avinguda Sarrià 37,Eixample,la Nova Esquerra de l'Eixample,08029,+34 934441099,+34 934441107,41.39025239722222,2.1444157777777777,
Restaurant Hàbaluc,Carrer Enric Granados 41 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 934522928,,41.39006256111111,2.15918075,http://www.restaurant-habaluc.com
Restaurant Àgora,Carrer Sepúlveda 76*78,Eixample,Sant Antoni,08015,+34 934249709,+34 934233796,41.378253175,2.1561119166666667,http://www.restauranteagora.com
"Restaurant Origen 99,9 % *Passeig del Born",Passeig Born 4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932956690,,41.38405719166666,2.182535611111111,http://www.origen99.com
"Restaurant Origen 99,9 % *Ramon y Cajal",Carrer Ramón y Cajal 12,Gràcia,la Vila de Gràcia,08012,+34 932136031,,41.40212202777778,2.1579421666666665,http://www.origen99.com
Restaurant Bonaparte,Passeig Sant Joan 72,Eixample,la Dreta de l'Eixample,08009,+34 932440097,,41.39710921111111,2.173041638888889,
Restaurant Nagomi,Carrer Muntaner 231,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932419546,,41.394508333333334,2.1487838333333333,
Restaurant Viento del Plata,Carrer València 207,Eixample,l'Antiga Esquerra de l'Eixample,08007,+34 934514149,,41.39023015,2.1598550277777777,
Restaurant Ostreria Gouthier,Carrer Mañé i Flaquer 8 bxs,Sarrià-Sant Gervasi,Sarrià,08017,+34 932059969,,41.397287355555555,2.1244330277777776,
Xiringuito Mochima Bar *Nova Mar Bella,Platja Nova Mar Bella 100*LP,Sant Martí,Poble Nou,08019,+34 679888836,,41.40207446111111,2.2152249166666667,http://www.mochimabar.com
Restaurant Suliko *Port Olímpic,Moll Gregal 31,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932259966,,41.387021775,2.2007106944444446,http://www.gruptravi.com
Restaurant Patagonia Beef & Wine,Gran Via Corts Catalanes 660,Eixample,la Dreta de l'Eixample,08010,+34 933043735,,41.39111255,2.1709607777777777,http://www.patagoniabw.com
Hotel Tryp Condal Mar,Carrer Cristóbal de Moura 138,Sant Martí,Provençals del Poblenou,08019,+34 933077727,+34 933071115,41.412699902777774,2.209673555555556,http://es.solmelia.com
Cafè Suec,Carrer Alzina 2,Gràcia,la Vila de Gràcia,08024,+34 690350570,,41.40598011944444,2.157012083333333,
Cocteleria i restaurant Sazzerak,Carrer Consell de Cent 211,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934511138,,41.38502002222222,2.157451222222222,
Hotel Market,Passatge Sant Antoni Abat 10,Eixample,Sant Antoni,08015,+34 932890130,,41.37922777777778,2.1605656944444442,http://www.markethotel.com.es
Restaurant El Nou,Carrer Major de Sarrià 109 pbj,Sarrià-Sant Gervasi,Sarrià,08017,+34 932803339,,41.400371166666666,2.1209488055555554,
Restaurant Katmandú,Carrer Còrsega 421,Gràcia,la Vila de Gràcia,08037,+34 934593769,,41.40067708611111,2.1646544722222223,
Hotel Claris,Pau Claris 150,Eixample,la Dreta de l'Eixample,08009,+34 93 487 6262,+34 93 487 5443,41.39445991388889,2.165013194444444,http://www.derbyhotels.es
Hotel Balmes,Carrer Mallorca 216,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 93 451 1914,+34 93 451 0049,41.391176405555555,2.1592168055555554,http://www.derbyhotels.es
Restaurant 2mil3,Carrer Astúries 18 pbx,Gràcia,la Vila de Gràcia,08012,+34 93 217 84 42,,41.40290935555556,2.15369125,
Derby Hotels - Hotel Derby,Carrer Loreto 21-25,Les Corts,les Corts,08029,+34 93 322 3215,+34 93 410 0862,41.38977134444444,2.1419673055555557,http://www.derbyhotels.es
Derby Hotels - Hotel Gran Derby,Carrer Loreto 28,Les Corts,les Corts,08029,+34 93 322 2062,+34 93 419 6820,41.39001869166667,2.1422392222222224,http://www.derbyhotels.com
Ribelino's Club,Avinguda Diagonal 661 667,Les Corts,la Maternitat i Sant Ramon,08028,+34 934144217,+34 636516742,41.38348128333333,2.109660416666667,http://www.ribelinos.com
Restaurant Regàs,Carrer Regàs 30 bxs,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932376714,+34 655806575,41.39948422222222,2.150897194444444,
Restaurant Brown33,Passeig Gràcia 33 bxs,Eixample,la Dreta de l'Eixample,08007,+34 934675247,,41.390900441666666,2.1659375555555553,http://www.brown33.com
La Bodegueta de la Palma,Carrer Palma de Sant Just 7,Ciutat Vella,el Barri Gòtic,08002,+34 933150656,,41.38232242777778,2.1787118055555554,
Restaurant Montiel,Carrer Flassaders 19,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932683729,+34 610711924,41.38560255833333,2.1817931388888887,
Hotel Arts Barcelona,Carrer Marina 19*21 bxs,Ciutat Vella,la Barceloneta,08005,+34 932211000,+34 932211070,41.38708262222222,2.1965545,
Hotel Arts Barcelona,Carrer Marina 19*21 2n,Ciutat Vella,la Barceloneta,08005,+34 934838090,+34 932212018,41.38708262222222,2.1965545,http://www.arola-arts.com
Hotel Arts Barcelona,Carrer Marina 19*21 bxs,Ciutat Vella,la Barceloneta,08005,+34 932211000,+34 932211070,41.38708262222222,2.1965545,
Hotel Arts Barcelona,Carrer Marina 19*21 1r,Ciutat Vella,la Barceloneta,08005,+34 934838108,+34 932211070,41.38708262222222,2.1965545,
Hotel Claris,Pau Claris 150,Eixample,la Dreta de l'Eixample,08009,+34 934876262,,41.39445991388889,2.165013194444444,http://www.hotelastoriabarcelona.com/claris_restterraza_cs.htm
Restaurant Delicamon,Carrer Marina 21 bxs.,Ciutat Vella,la Barceloneta,08005,+34 932253061,,41.38708262222222,2.1965545,http://www.monchos.com
Restaurant Gravin,Carrer Rera Palau 3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932684628,,41.38385005,2.1835596388888887,
Restaurant Gira-sol,Carrer Provença 332,Eixample,la Dreta de l'Eixample,08037,+34 934575708,,41.39721355,2.1649527777777777,http://www.restaurantgirasol.com
Majestic Hotel & Spa Barcelona,Passeig Gràcia 70 1r,Eixample,la Dreta de l'Eixample,08007,,,41.393689530555555,2.1641083055555557,
Hotel Cram,Carrer Aragó 214 bxs.,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934291017,+34 934297002,41.38825764722222,2.159958861111111,http://www.restaurantgaig.com
Restaurant Bombay Masala. El Racó del Kebab,Gran Via Corts Catalanes 944,Sant Martí,Provençals del Poblenou,08018,+34 933036782,+34 932660194,41.4090984,2.195671111111111,
Restaurant La Parrilla Argentina,Carrer Vilamur 20 bxs,Les Corts,les Corts,08014,+34 934193164,,41.386915752777774,2.133338833333333,
Restaurant Delirium,Carrer Sicília 263*273,Gràcia,el Camp d'en Grassot i Gràcia Nova,08025,+34 934593860,,41.4035492,2.1703846944444445,
Restaurant Terrabacus,Carrer Muntaner 185 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934108633,,41.39264864166667,2.1512474722222223,
Restaurant L'Excellence,Carrer Josep Bertrand 15,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,,,41.39554122222222,2.1401539166666668,
Restaurant Bar Lobo,Carrer Pintor Fortuny 3,Ciutat Vella,el Raval,08001,+34 934815346,,41.383486266666665,2.170809333333333,http://www.grupotragaluz.com
Hotel Sagrada Família,Carrer Còrsega 541,Eixample,la Sagrada Família,08025,+34 934509668,+34 934 366 043,41.40606220555556,2.1713863055555556,http://www.hotelsagradafamilia.com
Restaurant Mayura,Carrer Girona 57 bxs,Eixample,la Dreta de l'Eixample,08009,+34 934814536,+34 933969651,41.39387070833333,2.1721946944444444,http://www.mayuralounge.es
Restaurant L'Office,Carrer Villarroel 227 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934442288,,41.390882925,2.149059916666667,
Xiringuito Nueva Ola,Platja Nova Mar Bella 100*LP,Sant Martí,Poble Nou,08019,+34 605921488,,41.40186819722222,2.2153226666666668,
Bar cafeteria Il Caffè di Roma *Gran de Gràcia,Carrer Gran de Gràcia 105,Gràcia,la Vila de Gràcia,08012,,,41.401129858333334,2.153795,
Bar Tequila,Carrer Escudellers 20,Ciutat Vella,el Barri Gòtic,08002,,,41.379787944444445,2.1765939166666666,
Rostisseria Servipollo,Carrer Roser 37 bxs,Sants-Montjuïc,el Poble Sec,08004,+34 934431717,,41.373091180555555,2.1665687222222223,
Bar Cafeteria Al Sur,Carrer Buenos Aires 38*40 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934108510,,41.39211537222222,2.1468399444444444,
Restaurant Sindur,Carrer Còrsega 211*bis pbx,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934105819,,41.391143247222224,2.1520143055555554,
Restaurant Lolita *Tenor Masini,Carrer Tenor Masini 20 pbx,Sants-Montjuïc,Sants,08028,+34 934503000,,41.37644071388889,2.1322591666666666,
Bar Ultramarinos,Carrer Sant Pau 126 pbx,Ciutat Vella,el Raval,08001,+34 635144726,,41.375554372222226,2.168013722222222,
Bar The Rock,Plaça Fossar de les Moreres 5,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 619432737,,41.38378863055556,2.1824134444444443,
Restaurant Gandhi,Carrer Bilbao 30*32,Sant Martí,el Poblenou,08005,+34 933009312,+34 933009313,41.40236737222222,2.2049683611111113,
Restaurante Mondo Club,Moll Espanya 1,Ciutat Vella,el Barri Gòtic,08039,+34 932213911,+34 625348412,41.37714223333333,2.183014111111111,http://www.mondobcn.com
Bar musical Rococó,Carrer Gombau 5*7 bxs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932691658,,41.38688461666666,2.1788281944444443,
Restaurant Goa,Carrer Ample 46,Ciutat Vella,el Barri Gòtic,08002,+34 933101522,,41.38103079722222,2.1804609999999998,http://www.goabcn.com
Restaurant Cafe Rock,Carrer Sant Joan de Malta 125 bxs,Sant Martí,Provençals del Poblenou,08018,+34 661858342,+34 935724178,41.406721624999996,2.1954090555555554,
Restaurant Enologic Bcn,Carrer Bailèn 56 pbx,Eixample,la Dreta de l'Eixample,08009,+34 932655700,,41.394601219444446,2.1738594166666667,http://www.enologicbcn.com
Restaurant La Vinya del Mar,Carrer Almirall Aixada 21 pbx,Ciutat Vella,la Barceloneta,08003,+34 932214011,,41.37759767222222,2.190576083333333,
Hotel Rafael Diagonal Port,Lope de Vega 4,Sant Martí,Poble Nou,08005,+34 932302000,+34 932302010,41.400649611111106,2.208816,http://www.rafaelhoteles.com
Restaurant Cardamón,Carrer Carders 31,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932955059,,41.38696428611111,2.1802844444444442,
Restaurant Dass,Carrer Aragó 334 Pbx,Eixample,la Dreta de l'Eixample,08009,+34 932315571,,41.39590567222222,2.170118138888889,
Hotel Chic&Basic Born,Carrer Princesa 50,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932954654,+34 932954653,41.38677049444444,2.1824275833333333,http://www.chicandbasic.com
Restaurant Habibi,Carrer Gran de Gràcia 7,Gràcia,la Vila de Gràcia,08012,,,41.39785042222222,2.157268111111111,
Restaurant Bembi,Carrer Consell de Cent 377,Eixample,la Dreta de l'Eixample,08009,+34 935024952,+34 935006914,41.393736088888886,2.169034111111111,http://www.bembi-barcelona.com
Restaurant Fratelli La Bufala,Carrer Pau Claris 72 bxs,Eixample,la Dreta de l'Eixample,08010,+34 934814963,,41.389296772222224,2.1718527777777776,http://www.fratellilabufala.com
Parc del Castell de l'Oreneta,Carrer Montevideo 45,Sarrià-Sant Gervasi,Sarrià,08034,+34 600748470,,41.39896853333333,2.1140035555555556,http://www.grupbellavista.com
Abissinia - Restaurant Etíop,Carrer Torrent de les Flors 55,Gràcia,la Vila de Gràcia,08024,+34 932130785,+34 610996667,41.40622730277778,2.160109444444444,
Restaurant Kit Kat,Carrer Laforja 132,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932405248,,41.39553165555556,2.1436420833333334,
Restaurant Gresca,Carrer Provença 230,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934516193,,41.39131841111111,2.1571411666666664,
